HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	RefSeq IDs	RefSeq(supplied by NCBI)
HGNC:50589	LINC01358	long intergenic non-protein coding RNA 1358	Approved				NR_110626
HGNC:50591	LINC01359	long intergenic non-protein coding RNA 1359	Approved				NR_119383
HGNC:50593	LINC01360	long intergenic non-protein coding RNA 1360	Approved				NR_110676
HGNC:50595	LINC01361	long intergenic non-protein coding RNA 1361	Approved				NR_110632
HGNC:50596	LINC01362	long intergenic non-protein coding RNA 1362	Approved				NR_147074
HGNC:50598	LINC01363	long intergenic non-protein coding RNA 1363	Approved		RBSG4		NR_110811
HGNC:50599	LINC01364	long intergenic non-protein coding RNA 1364	Approved				NR_038324
HGNC:50603	LINC01365	long intergenic non-protein coding RNA 1365	Approved				NR_110660
HGNC:27416	LINC01366	long intergenic non-protein coding RNA 1366	Approved				NR_026945
HGNC:50608	LINC01370	long intergenic non-protein coding RNA 1370	Approved		HI-LNC25	NR_109936	NR_109936
HGNC:50623	LINC01372	long intergenic non-protein coding RNA 1372	Approved				NR_108104
HGNC:50631	LINC01374	long intergenic non-protein coding RNA 1374	Approved		TCONS_00018278		NR_149079
HGNC:50632	LINC01375	long intergenic non-protein coding RNA 1375	Approved				NR_110655
HGNC:50637	LINC01376	long intergenic non-protein coding RNA 1376	Approved				NR_135287
HGNC:50642	LINC01377	long intergenic non-protein coding RNA 1377	Approved				NR_104617
HGNC:50645	LINC01378	long intergenic non-protein coding RNA 1378	Approved				NR_125757
HGNC:50653	LINC01381	long intergenic non-protein coding RNA 1381	Approved		TCONS_00002860, DADOT		NR_132378
HGNC:50656	LINC01384	long intergenic non-protein coding RNA 1384	Approved				NR_109883
HGNC:50657	LINC01385	long intergenic non-protein coding RNA 1385	Approved		TCONS_00009424		
HGNC:50659	LINC01386	long intergenic non-protein coding RNA 1386	Approved				NR_126410
HGNC:44660	LINC01387	long intergenic non-protein coding RNA 1387	Approved	C18orf64			NR_120518
HGNC:50660	LINC01388	long intergenic non-protein coding RNA 1388	Approved		TCONS_l2_00029888		XR_001746589
HGNC:50661	LINC01389	long intergenic non-protein coding RNA 1389	Approved				NR_126355
HGNC:50666	LINC01391	long intergenic non-protein coding RNA 1391	Approved				NR_121649
HGNC:50668	LINC01392	long intergenic non-protein coding RNA 1392	Approved				NR_126407
HGNC:50669	LINC01393	long intergenic non-protein coding RNA 1393	Approved				NR_120521
HGNC:50670	LINC01394	long intergenic non-protein coding RNA 1394	Approved		TCONS_00012639		XR_926374
HGNC:50674	LINC01395	long intergenic non-protein coding RNA 1395	Approved		TCONS_00019178		NR_120582
HGNC:50675	LINC01396	long intergenic non-protein coding RNA 1396	Approved				NR_125765
HGNC:50677	LINC01397	long intergenic non-protein coding RNA 1397	Approved				NR_126382
HGNC:50678	LINC01398	long intergenic non-protein coding RNA 1398	Approved				NR_121680
HGNC:50680	LINC01399	long intergenic non-protein coding RNA 1399	Approved				NR_126356
HGNC:50681	LINC01400	long intergenic non-protein coding RNA 1400	Approved		TCONS_00015805		
HGNC:50685	LINC01402	long intergenic non-protein coding RNA 1402	Approved		TCONS_00017087	NR_126557	NR_126557
HGNC:50688	LINC01405	long intergenic non-protein coding RNA 1405	Approved				NR_036513
HGNC:50702	LINC01410	long intergenic non-protein coding RNA 1410	Approved				NR_121647
HGNC:50703	LINC01411	long intergenic non-protein coding RNA 1411	Approved		RP11-267A15.1	NR_125806	NR_125806
HGNC:50704	LINC01412	long intergenic non-protein coding RNA 1412	Approved				NR_110570
HGNC:50705	LINC01413	long intergenic non-protein coding RNA 1413	Approved				NR_120337
HGNC:50709	LINC01415	long intergenic non-protein coding RNA 1415	Approved		TCONS_00026208		NR_145452
HGNC:51645	LINC01416	long intergenic non-protein coding RNA 1416	Approved			NR_110755	NR_110755
HGNC:50712	LINC01419	long intergenic non-protein coding RNA 1419	Approved		TCONS_00014497		NR_122034
HGNC:50728	LINC01422	long intergenic non-protein coding RNA 1422	Approved				NR_110540
HGNC:50732	LINC01423	long intergenic non-protein coding RNA 1423	Approved				NR_110545
HGNC:40558	LINC01424	long intergenic non-protein coding RNA 1424	Approved				NR_109928
HGNC:50733	LINC01425	long intergenic non-protein coding RNA 1425	Approved				NR_109958
HGNC:50734	LINC01426	long intergenic non-protein coding RNA 1426	Approved				NR_038885
HGNC:50737	LINC01427	long intergenic non-protein coding RNA 1427	Approved				NR_110615
HGNC:50738	LINC01428	long intergenic non-protein coding RNA 1428	Approved				NR_110609
HGNC:50741	LINC01429	long intergenic non-protein coding RNA 1429	Approved				NR_110016
HGNC:50742	LINC01430	long intergenic non-protein coding RNA 1430	Approved			NR_109893	NR_109893
HGNC:50744	LINC01431	long intergenic non-protein coding RNA 1431	Approved				NR_109884
HGNC:50745	LINC01432	long intergenic non-protein coding RNA 1432	Approved				NR_038394
HGNC:50746	LINC01433	long intergenic non-protein coding RNA 1433	Approved		LOC728228	NR_033917	NR_033917
HGNC:50753	LINC01435	long intergenic non-protein coding RNA 1435	Approved		RP11-215N21.1, TCONS_00018040		NR_125760
HGNC:50754	LINC01436	long intergenic non-protein coding RNA 1436	Approved		AP000688.8		NR_110419
HGNC:50757	LINC01438	long intergenic non-protein coding RNA 1438	Approved		TCONS_00007593		
HGNC:50762	LINC01440	long intergenic non-protein coding RNA 1440	Approved				NR_110629
HGNC:50763	LINC01441	long intergenic non-protein coding RNA 1441	Approved				NR_110064
HGNC:50764	LINC01442	long intergenic non-protein coding RNA 1442	Approved				XR_001749887
HGNC:50768	LINC01443	long intergenic non-protein coding RNA 1443	Approved				NR_104164
HGNC:50769	LINC01444	long intergenic non-protein coding RNA 1444	Approved				NR_110783
HGNC:50771	LINC01445	long intergenic non-protein coding RNA 1445	Approved				NR_120515
HGNC:50773	LINC01446	long intergenic non-protein coding RNA 1446	Approved		FLJ45974		NR_038371
HGNC:50783	LINC01447	long intergenic non-protein coding RNA 1447	Approved				NR_108090
HGNC:50790	LINC01448	long intergenic non-protein coding RNA 1448	Approved				NR_110833
HGNC:50791	LINC01449	long intergenic non-protein coding RNA 1449	Approved				NR_110832
HGNC:50792	LINC01450	long intergenic non-protein coding RNA 1450	Approved				NR_110831
HGNC:48599	LINC01451	long intergenic non-protein coding RNA 1451	Approved	HCCAT4			NR_135288
HGNC:50545	LINC01455	long intergenic non-protein coding RNA 1455	Approved	MDONA	TCONS_00009433		NR_131226
HGNC:50846	LINC01456	long intergenic non-protein coding RNA 1456	Approved				NR_133641
HGNC:50858	LINC01460	long intergenic non-protein coding RNA 1460	Approved				NR_135200
HGNC:50859	LINC01461	long intergenic non-protein coding RNA 1461	Approved		TCONS_00001552		NR_125761
HGNC:26364	LINC01465	long intergenic non-protein coding RNA 1465	Approved	C12orf61	FLJ25590		NR_121682
HGNC:50911	LINC01467	long intergenic non-protein coding RNA 1467	Approved				NR_110074
HGNC:50913	LINC01468	long intergenic non-protein coding RNA 1468	Approved		lnc-MBL2-4		NR_120641
HGNC:51105	LINC01470	long intergenic non-protein coding RNA 1470	Approved				NR_109877
HGNC:51106	LINC01471	long intergenic non-protein coding RNA 1471	Approved				NR_125397
HGNC:51109	LINC01473	long intergenic non-protein coding RNA 1473	Approved				NR_110218
HGNC:51111	LINC01474	long intergenic non-protein coding RNA 1474	Approved				NR_121120
HGNC:51113	LINC01475	long intergenic non-protein coding RNA 1475	Approved				NR_120618
HGNC:51117	LINC01476	long intergenic non-protein coding RNA 1476	Approved				NR_110813
HGNC:51119	LINC01477	long intergenic non-protein coding RNA 1477	Approved				NR_110791
HGNC:51121	LINC01478	long intergenic non-protein coding RNA 1478	Approved				NR_110792
HGNC:51123	LINC01479	long intergenic non-protein coding RNA 1479	Approved				NR_120456
HGNC:51124	LINC01480	long intergenic non-protein coding RNA 1480	Approved				NR_110724
HGNC:51126	LINC01481	long intergenic non-protein coding RNA 1481	Approved				NR_120459
HGNC:51128	LINC01482	long intergenic non-protein coding RNA 1482	Approved				NR_110825
HGNC:51130	LINC01483	long intergenic non-protein coding RNA 1483	Approved				NR_109971
HGNC:51136	LINC01484	long intergenic non-protein coding RNA 1484	Approved				NR_108027
HGNC:51138	LINC01485	long intergenic non-protein coding RNA 1485	Approved				NR_108028
HGNC:51137	LINC01486	long intergenic non-protein coding RNA 1486	Approved		TCONS_00021407		NR_120462
HGNC:51139	LINC01487	long intergenic non-protein coding RNA 1487	Approved				NR_125399
HGNC:51144	LINC01488	long intergenic non-protein coding RNA 1488	Approved			NR_120542	NR_120542
HGNC:51145	LINC01489	long intergenic non-protein coding RNA 1489	Approved				NR_120466
HGNC:51146	LINC01490	long intergenic non-protein coding RNA 1490	Approved				NR_120468
HGNC:51148	LINC01491	long intergenic non-protein coding RNA 1491	Approved				NR_120336
HGNC:51149	LINC01492	long intergenic non-protein coding RNA 1492	Approved				NR_121578
HGNC:51150	LINC01493	long intergenic non-protein coding RNA 1493	Approved				NR_120553
HGNC:51152	LINC01494	long intergenic non-protein coding RNA 1494	Approved				NR_110238
HGNC:51161	LINC01495	long intergenic non-protein coding RNA 1495	Approved				NR_120583
HGNC:51162	LINC01496	long intergenic non-protein coding RNA 1496	Approved				NR_110654
HGNC:51163	LINC01497	long intergenic non-protein coding RNA 1497	Approved				NR_110874
HGNC:51164	LINC01498	long intergenic non-protein coding RNA 1498	Approved				NR_120483
HGNC:51165	LINC01499	long intergenic non-protein coding RNA 1499	Approved				NR_120584
HGNC:51166	LINC01500	long intergenic non-protein coding RNA 1500	Approved				NR_110547
HGNC:27988	LINC01501	long intergenic non-protein coding RNA 1501	Approved			NR_034157	NR_034157
HGNC:51183	LINC01502	long intergenic non-protein coding RNA 1502	Approved			NR_034016	NR_034016
HGNC:51184	LINC01503	long intergenic non-protein coding RNA 1503	Approved		lnc-PPP2R4-5	NR_120685	NR_120685
HGNC:51185	LINC01504	long intergenic non-protein coding RNA 1504	Approved			NR_110952	NR_110952
HGNC:51186	LINC01505	long intergenic non-protein coding RNA 1505	Approved		RP11-308N19.1	NR_104145	NR_104145
HGNC:51187	LINC01506	long intergenic non-protein coding RNA 1506	Approved			NR_109769	NR_109769
HGNC:51189	LINC01507	long intergenic non-protein coding RNA 1507	Approved		XLOC_000303	NR_121212	NR_121212
HGNC:51190	LINC01508	long intergenic non-protein coding RNA 1508	Approved			NR_109795	NR_109795
HGNC:51193	LINC01509	long intergenic non-protein coding RNA 1509	Approved			NR_121581	NR_121581
HGNC:51196	LINC01510	long intergenic non-protein coding RNA 1510	Approved				NR_120506
HGNC:51200	LINC01511	long intergenic non-protein coding RNA 1511	Approved		RP11-325I22.2		NR_125810
HGNC:51201	LINC01512	long intergenic non-protein coding RNA 1512	Approved		LOC100132354, TCONS_00011120, HI-LNC77	NR_024478	NR_024478
HGNC:51202	LINC01513	long intergenic non-protein coding RNA 1513	Approved		RP11-1C1.7, TCONS_00009352		
HGNC:51207	LINC01514	long intergenic non-protein coding RNA 1514	Approved			NR_120620	NR_120620
HGNC:51210	LINC01515	long intergenic non-protein coding RNA 1515	Approved			NR_120647	NR_120647
HGNC:51211	LINC01516	long intergenic non-protein coding RNA 1516	Approved			NR_120649	NR_120649
HGNC:51212	LINC01517	long intergenic non-protein coding RNA 1517	Approved			NR_120652	NR_120652
HGNC:51216	LINC01518	long intergenic non-protein coding RNA 1518	Approved			NR_120659	NR_120656
HGNC:51217	LINC01519	long intergenic non-protein coding RNA 1519	Approved			NR_120667	NR_120667
HGNC:51218	LINC01520	long intergenic non-protein coding RNA 1520	Approved			NR_120671	NR_120671
HGNC:26029	LINC01521	long intergenic non-protein coding RNA 1521	Approved			NR_120386	NR_120386
HGNC:51224	LINC01522	long intergenic non-protein coding RNA 1522	Approved			NR_110027	NR_110027
HGNC:51225	LINC01523	long intergenic non-protein coding RNA 1523	Approved			NR_109942	NR_109942
HGNC:51228	LINC01524	long intergenic non-protein coding RNA 1524	Approved			NR_110038	NR_110038
HGNC:51264	LINC01525	long intergenic non-protein coding RNA 1525	Approved		lnc-MAN1A2-1		NR_126408
HGNC:51265	LINC01526	long intergenic non-protein coding RNA 1526	Approved		Lnc-FAM46A-1		NR_126363
HGNC:51266	LINC01527	long intergenic non-protein coding RNA 1527	Approved		lnc-SPRR2D-1, RP1-13P20.6	XR_241125	XR_241125
HGNC:51268	LINC01529	long intergenic non-protein coding RNA 1529	Approved			NR_104176	NR_104176
HGNC:44320	LINC01530	long intergenic non-protein coding RNA 1530	Approved		FLJ30403	NR_034159	NR_034159
HGNC:51270	LINC01531	long intergenic non-protein coding RNA 1531	Approved			NR_040046	NR_040046
HGNC:51272	LINC01532	long intergenic non-protein coding RNA 1532	Approved			NR_040036	NR_040036
HGNC:51274	LINC01533	long intergenic non-protein coding RNA 1533	Approved			NR_110673	NR_110673
HGNC:51281	LINC01534	long intergenic non-protein coding RNA 1534	Approved			NR_110708	NR_110707
HGNC:51282	LINC01535	long intergenic non-protein coding RNA 1535	Approved			NR_110720	NR_110718
HGNC:51301	LINC01537	long intergenic non-protein coding RNA 1537	Approved		RP11-169D4.1-001		NR_126364
HGNC:51306	LINC01538	long intergenic non-protein coding RNA 1538	Approved		TCONS_00026184	NR_033983	NR_033983
HGNC:51307	LINC01539	long intergenic non-protein coding RNA 1539	Approved			NR_040025	NR_040025
HGNC:51309	LINC01541	long intergenic non-protein coding RNA 1541	Approved			NR_038325	NR_038325
HGNC:51310	LINC01543	long intergenic non-protein coding RNA 1543	Approved		TCONS_00026302	NR_110762	NR_110762
HGNC:51312	LINC01544	long intergenic non-protein coding RNA 1544	Approved		TCONS_00026194	NR_103449	NR_103449
HGNC:17986	LINC01545	long intergenic non-protein coding RNA 1545	Approved	CXorf31	OTTHUMG00000021429	NR_046101	NR_046101
HGNC:27336	LINC01546	long intergenic non-protein coding RNA 1546	Approved	CXorf28		NR_038428	NR_038428
HGNC:15707	LINC01547	long intergenic non-protein coding RNA 1547	Approved	C21orf69, C21orf67		NR_027128	NR_027128
HGNC:1296	LINC01548	long intergenic non-protein coding RNA 1548	Approved	C21orf54		NR_024102	NR_024102
HGNC:1277	LINC01549	long intergenic non-protein coding RNA 1549	Approved	C21orf37		NR_037585	NR_037585
HGNC:20111	LINC01550	long intergenic non-protein coding RNA 1550	Approved	C14orf64		NR_015430	NR_015430
HGNC:19828	LINC01551	long intergenic non-protein coding RNA 1551	Approved	C14orf23		NR_026731	NR_026731
HGNC:31449	LINC01552~withdrawn	symbol withdrawn, see C10orf67	Symbol Withdrawn				
HGNC:23524	LINC01553	long intergenic non-protein coding RNA 1553	Approved	C10orf40	AC023904.2	NR_024340	NR_024340
HGNC:24687	LINC01554	long intergenic non-protein coding RNA 1554	Approved	C5orf27	FLJ38821, FIS	NR_026936	NR_026936
HGNC:26647	LINC01555	long intergenic non-protein coding RNA 1555	Approved	C1orf180	FLJ35487	NR_027379	NR_027379
HGNC:21195	LINC01556	long intergenic non-protein coding RNA 1556	Approved	C6orf100	dJ25J6.5	NR_103538	NR_103538
HGNC:21235	LINC01558	long intergenic non-protein coding RNA 1558	Approved	C6orf123, LINC01557	HGC6.2, dJ431P23.4	NR_026773	NR_026773
HGNC:26598	LINC01559	long intergenic non-protein coding RNA 1559	Approved	C12orf36	FLJ33810	NR_036555	NR_036555
HGNC:27333	LINC01560	long intergenic non-protein coding RNA 1560	Approved	CXorf24		NR_126059	NR_126059
HGNC:31365	LINC01561	long intergenic non-protein coding RNA 1561	Approved	C10orf85	FLJ37402, Em:AC023282.2	NR_103717	NR_103717
HGNC:51335	LINC01562	long intergenic non-protein coding RNA 1562	Approved		RP11-296A18.3		NR_147076
HGNC:51343	LINC01563	long intergenic non-protein coding RNA 1563	Approved			NR_110895	NR_110895
HGNC:51361	LINC01564	long intergenic non-protein coding RNA 1564	Approved		TCONS_00011314	NR_125841	NR_125841
HGNC:17099	LINC01565	long intergenic non-protein coding RNA 1565	Approved	C3orf27	GR6		NR_125802
HGNC:27555	LINC01566	long intergenic non-protein coding RNA 1566	Approved			NR_027079	NR_027079
HGNC:51367	LINC01567	long intergenic non-protein coding RNA 1567	Approved			NR_122072	NR_122072
HGNC:51371	LINC01568	long intergenic non-protein coding RNA 1568	Approved			NR_038234	NR_038234
HGNC:51380	LINC01569	long intergenic non-protein coding RNA 1569	Approved		TCONS_00024567	NR_039999	NR_039999
HGNC:51382	LINC01570	long intergenic non-protein coding RNA 1570	Approved			NR_110902	NR_110902
HGNC:51384	LINC01571	long intergenic non-protein coding RNA 1571	Approved		TCONS_00024399	NR_110916	NR_110916
HGNC:51385	LINC01572	long intergenic non-protein coding RNA 1572	Approved			NR_126330	NR_126330
HGNC:51388	LINC01574	long intergenic non-protein coding RNA 1574	Approved		HI-LNC12, TCONS_00009551	NR_108030	NR_108030
HGNC:48626	LINC01578	long intergenic non-protein coding RNA 1578	Approved			NR_037601	NR_037600
HGNC:27519	LINC01579	long intergenic non-protein coding RNA 1579	Approved				NR_138083
HGNC:51414	LINC01580	long intergenic non-protein coding RNA 1580	Approved			NR_120322	NR_120322
HGNC:51415	LINC01581	long intergenic non-protein coding RNA 1581	Approved			NR_120320	NR_120320
HGNC:51416	LINC01582	long intergenic non-protein coding RNA 1582	Approved		TCONS_00023827	NR_120325	NR_120325
